gvkey,execid,datadate,fyear,FamaFrench_Ind12,FamaFrench_Ind48,press_career_educ,CEOpos_NumJobs_NumInd,credentials_experiences,revenue_residual,high_optimism,low_optimism,insider,size_LogTotalAsset,size_NumEmp,num_seg,entropy,rnd,Num_RRCP_Provisions,fortune_mac_ranking,firm_prestige,salegr,revenue_fitted,l_totalcomp,l_currcomp,wealth,tot_yr_comp,Prof_CEO_Dummy,tot_yr_comp_net,age,gender,tenure,l_tenure,capital_exp,leverage,cash,dividend_payout,cash_flow,StockReturn_SD,CashFlow_SD,roa,adj_roa,oroa,adj_oroa,oros,adj_oros,roe,adj_roe,annual_StockReturn,Tobin_Q,Tobin_Qf
"014370","16647",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Business Services",,.7794361,,.3097687,0,1,1,8.894026,25,,,0,,,,-.0586557,.76331,16.15478,7.090077,58888.67,53231.4,.0001186,48674.46,53,"MALE",5388,8.592115,.0061331,.0710591,.1012033,.0098788,.0524539,.0257527,.03216174,.0395154,-.0035827,.0395154,-.0047923,.0142219,-.048241,.042269,.0089612,-.1525532,1.533047,1.533047
"014412","06309",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Business Services",,-1.135359,,-.0504843,,,1,7.970238,1.577,5,,0,,,,.02944,.3573,,6.55108,14459.62,3282.385,.0001705,3483.786,57,"MALE",5082,8.533657,.0081101,.179288,.2603936,.0047533,.0516463,.0257527,.02906815,.0449296,.0018316,.0449296,.0006219,.1522893,.0898264,.0353486,.0020408,-.1266169,1.877299,1.877299
"014418","23285",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Entertainment",,1.188196,,-.2420883,,,,10.17008,67.8,,,0,,,,.0248493,.18986,16.21263,7.600903,10113.9,-2887.87,.0000467,-2658.569,51,"MALE",1856,7.526718,.0215289,.5150969,.0724112,0,.0265268,.0257527,.07647149,-.0059979,-.0284474,-.0059979,-.0284474,-.0159645,-.071304,-.0135786,-.0319293,.1886398,1.186582,1.186582
"014438","32380",30sep2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Business Services",,-.4407238,,-.022984,,,,9.201602,17,1,0,0,,,,,.45446,15.78552,6.802395,26170.69,972.133,.0000334,972.133,51,"MALE",367,5.908083,.0656713,.3405629,.0139211,.0139211,.1374962,.0281016,.01532714,.0424695,-.0006286,.0424695,-.0018382,.1272288,.0647659,.0495459,.0162381,-.0548403,1.361592,1.365597
"014477","26530",,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Almost Nothing",,.2111875,,,0,1,,10.02584,42.7,,,0,,,,.0147768,,16.18824,7.047183,49833.27,24904.1,.0001137,23056.17,53,"MALE",3585,8.184793,.0562315,.4524178,.002566,.0302172,.0673362,.0257527,.0158722,.0043357,-.0251843,.0043357,-.0251843,.0070085,-.0497025,.0047038,-.0266449,.1031738,1.587756,1.587756
"014535","20780",31dec2013,2013,"Telephone and Television Transmission","Communication",,-.6743216,,-.1307404,,1,,6.873298,4.8,4,,0,,,,-.0896225,.20222,14.39077,6.522093,18066.59,25235.93,.0007046,21248.26,57,"MALE",2009,7.60589,.0212414,.2070115,.2375094,0,.0489458,.0257527,.11468095,-.0004906,-.0345536,-.0004906,-.0405448,-.0005803,-.0807715,-.0003895,-.0490919,-.0340405,1.694684,1.694684
"014561","34480",30jun2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Measuring and Control Equipment",,.1275248,,-.0545437,0,,1,6.761343,6.185,4,-1.339514,.0406325,,,,.0275132,.25031,,6.44254,14566.67,498.6117,.0010521,-895.2372,64,"MALE",2191,7.69257,.0292579,.1320164,.2146707,0,.1062072,.0225877,.0257114,.0588248,-.0003118,.0588248,-.0003118,.0909981,0,.050232,.0187774,-.1891567,1.524986,1.429918
"014563","56005",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Business Supplies",,,,-.1457454,,,,7.34508,1.46,1,0,0,,,,-.0074366,.25153,,7.046154,20953.18,7067.514,.005532,2788.431,56,"MALE",8035,8.991687,.0295158,.6394241,.0953971,0,.033537,.0257527,.04874241,-.017032,-.0669036,-.017032,-.0669036,-.0242332,-.0648246,-.0473634,-.0947084,.3989474,1.118392,1.118392
"014590","01684",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Non-Metallic and Industrial Metal Mining",,1.463487,,.4144735,,,,11.05837,36.1,,,0,,,,.045862,.97747,17.82757,7.824046,106971.1,33029.55,.0000789,24220.34,66,"MALE",3683,8.211755,.0832795,.3262174,.0312731,.0364722,.0885258,.0257527,.04209989,.0418761,.0035759,.0418761,.0060806,.1270494,.0625774,.0678509,.0335422,-.1972564,1.170626,1.170626
"014790","26570",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Construction",,-.4407238,,.4145004,,,,7.602582,1.05,,,0,,,,.312985,.79795,,6.925104,80589.14,30774.01,.0018037,5156.58,52,"MALE",6027,8.70417,.0078783,.4597514,.136838,0,.0670863,.0257527,.05088297,.0621276,.0105958,.0621276,.0105958,.0683607,.0298563,.0715578,.0129828,-.1000459,1.448225,1.448225
"014793","22361",31dec2013,2013,"Oil, Gas, and Coal Extraction and Products","Coal",,,,-.2420883,,,,9.103889,5.35,,,0,,,,-.1273255,.25688,15.27528,6.745236,3766.534,881.3416,.0001159,881.3416,55,"MALE",614,6.421622,.0330342,.5730127,.1289753,.0028336,-.0314853,,.06103599,-.0828934,-.0617874,-.0713925,-.0342535,-.212925,-.1380858,-.6794418,-.5799357,-.4545712,.8084414,.8084414
"014822","00124",,2013,"Finance","Insurance",,1.679694,,,1,,0,9.930703,7.247,,,0,,,,.0289164,,16.22781,6.907755,1026036,146795.1,.0054482,-108127,68,"MALE",17166,9.750744,.0030727,.10678,.0662651,.0025651,.0261741,.0257527,.00307153,.0243251,-.0042561,.0243251,-.0042561,.0788423,-.0118622,.0871315,.0097052,.2040374,1.068196,1.068196
"014824","35236",,2013,"Finance","Insurance",,.2259367,,,0,,1,9.779171,4.163,,,0,,,,.0237799,,15.06883,6.785152,4427.638,1836.126,6.04e-06,1273.822,53,"MALE",974,6.882438,.0003963,.053165,.0559959,.0152871,.0313668,.0257527,.00774277,.0292719,.0006906,.0292719,.0006906,.1141028,.0233983,.0605648,-.0168616,.0075179,1.101535,1.101535
"014828","00712",,2013,"Finance","Insurance",,-.7579843,,,0,,1,9.713199,7.9,,,0,,,,.0285828,,14.03469,7.013621,34090.53,16581.49,.0004594,13460.09,74,"MALE",8765,9.078636,0,.0344252,.1254717,.0111767,.0285224,.0257527,.01476337,.0270829,-.0014983,.0270829,-.0014983,.0822753,-.0084292,.0995514,.022125,-.0798507,1.04375,1.04375
"014891","54297",31dec2013,2013,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys","Beer & Liquor",,,,-.0622032,,,,5.019456,.268,4,,.007647,,,,-.0731585,.22026,,5.996452,1008.249,614.596,.0014315,466.9135,44,"MALE",2127,7.662938,.0410232,.1530969,.0188794,.006053,.0409836,.0257527,.21570254,-.0383733,-.1253658,-.0325714,-.1195638,-.0152476,-.1501231,-.0535048,-.0879152,1.824605,1.036652,1.036652
"014898","42755",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Machinery",,-.1897357,,-.0741021,,,,7.001114,1.388,1,-5.96e-08,.0847078,,,,.1455264,.2989,16.20413,6.674539,114240.2,31389.59,.001201,92465.27,56,"MALE",3756,8.231376,.0063506,.0171972,.2790129,0,.067906,.0257527,.03176655,.0401756,-.020327,.0401756,-.020327,.0859116,.0173554,.0045983,-.0387892,-.5306014,8.869601,8.869601
"014934","26816",31dec2013,2013,"Oil, Gas, and Coal Extraction and Products","Petroleum and Natural Gas",,.3253115,,.0032727,0,,1,10.66609,5.9,1,0,0,,,,.0208737,.48771,15.12803,7.244656,35824.75,8658.768,.0000258,5562.805,62,"MALE",1309,7.177783,.1576136,.2803834,.1414745,.0081162,.0670523,.0257527,.05765875,-.0004665,-.0436668,-.0004665,-.0436976,-.0019236,-.0973581,-.0007962,-.044325,-.013806,.9959704,.9959704
"014954","16076",31aug2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Machinery",,-.6080492,,-.0744759,,,0,6.238903,1.262,2,-.3114082,.0164942,,,,.272485,.26523,,6.341038,15361.7,2153.918,.0004704,1118.463,60,"MALE",4900,8.497194,.0217374,0,.296561,.0119169,.1623476,.0266205,.03094526,.1377524,.0772498,.1377524,.0772498,.1021498,.0335937,.0721128,.0287254,.0879327,2.306252,2.13714
"014960","29709",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Healthcare",,-.2733984,,-.1846915,0,1,1,8.848783,34,3,,0,,,,.0196529,.26617,16.04348,6.920671,29614.96,10405.71,.0000457,8588.132,57,"MALE",2556,7.84659,.0290271,.4307268,.0579968,0,.1148739,.0257527,.01499961,.0823727,.0483815,.0823727,.0507542,.0987897,.0648499,.0732784,.0416123,.0273932,1.766464,1.766464
"015060","51771",31dec2013,2013,"Oil, Gas, and Coal Extraction and Products","Petroleum and Natural Gas",,,,.1613989,1,,,6.049623,.094,1,0,0,,,,-.0192569,.47833,,7.074328,7913.204,3779.43,.0011844,3590.425,63,"MALE",6208,8.733755,.3767493,.1786707,.0071046,0,.1180697,.0257527,.14428885,.0101521,-.0330483,.0101521,-.0330791,.041962,-.0534725,.0163369,-.0271919,-.2616542,.9631441,.9631441
"015092","07280",31dec2013,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Restaraunts, Hotels, Motels",,,,-.052869,,,1,6.67407,18.8,1,0,0,,,,.0230429,.31873,,6.729537,2636.76,1776.833,0,-15796.76,57,"MALE",1828,7.511525,.0935876,.4836707,.0261315,.0219451,.1602454,,.01337876,.0604135,-.0027159,.0604135,-.001613,.0581998,.0064101,.0616318,.0269663,.1326018,1.704088,1.704088
"015111","51420",,2013,"Finance","Trading",,,,,,,,7.409892,.108,,,0,,,,.0196242,,,6.302619,9196.103,2307.813,.0007487,1745.778,69,"MALE",6453,8.772455,0,.4592894,.0055978,.0267345,,.0257527,,.0048516,-.0109835,.0066437,-.0170397,.0667928,-.0942218,.0104606,-.0209728,.1722712,1.22955,1.22955
"015142","29700",,2013,"Finance","Trading",,-.3570611,,,,,,8.637996,.175,,,0,,,,-.0126145,,14.70537,6.907755,38608.05,25606.14,.0020396,8282.223,50,"MALE",6208,8.733755,0,.7369934,.0996696,0,,.0257527,,-.0237662,-.0396012,-.0198424,-.0435258,-.25896,-.4199746,-.093711,-.1251443,.109472,1.123428,1.123428
"015197","50038",,2013,"Finance","Banking",,-1.302684,,,0,,,8.729836,1.743,,,0,,,,.0022507,,15.37918,6.303681,4022.193,1829.255,.0000958,2076.771,57,"MALE",4382,8.385489,.0014009,.0529415,.050251,.0039648,.0111587,,.00294117,.0091852,-.0005801,.0091852,-.0006173,.2069734,.0079612,.0602131,.0015145,-.0662366,1.039929,1.039929
"015247","05447",31dec2013,2013,"Oil, Gas, and Coal Extraction and Products","Petroleum and Natural Gas",,.7794361,,.4693956,0,,,10.76342,10.007,4,,0,,,,-.0044858,1,16.44762,7.313221,107655.4,53722.2,.0000613,53900.8,67,"MALE",3286,8.097731,.0448794,.1388912,.0908168,.0097757,.0829454,.0257527,.02612458,.057554,.0143536,.057554,.0143228,.0196996,-.0757349,.1007679,.0572391,.0851642,1.019715,1.019715
"015267","40951",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Machinery",,,,-.0364337,,,,7.968173,6.787,4,,.0163033,,,,.0241974,.3216,15.49407,6.753214,18033.98,11715.09,.0000681,9341.571,42,"MALE",874,6.774224,.0109213,.2680019,.1522484,.0259789,.115858,.0257527,.02718824,.0883838,.0278812,.0883838,.0278812,.1260863,.0575301,.0425619,-.0008256,.0927367,2.481667,2.481667
"015291","28044",31dec2013,2013,"Oil, Gas, and Coal Extraction and Products","Petroleum and Natural Gas",,-.7221732,,,0,,1,6.599707,.046,1,,0,,,,0,,,6.872288,3860.384,-1839.094,.0012152,-1896.821,54,"MALE",3013,8.011024,.0597458,.1137451,.164714,0,-.1129844,.0257527,.06303869,-.1142309,-.1574313,-.1212388,-.16447,,,-.46804,-.5115688,-.4188482,.8066934,.8066934
"015337","20385",28feb2014,2013,"Telephone and Television Transmission","Communication",,-.8127483,,-.1079997,0,,1,5.581042,1,3,,0,,,,.0341514,.20192,,6.780644,4227.333,2725.845,.0096776,1784.346,67,"MALE",12111,9.401952,.0115207,.4803767,.0284268,0,.1822022,.0327721,.15138079,.1638641,.1298011,.1638641,.1238099,.2119515,.1317603,.3309937,.2822913,-.322091,1.427574,1.498523
"015343","31457",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Steel Works Etc",,-.7579843,,.0107563,,,,7.129111,3.925,3,,0,,,,-.0251625,.34563,,6.618593,17724.27,4957.141,.0002956,1208.855,51,"MALE",1888,7.543803,.0331384,.1886033,.2540538,.0113026,.1642887,.0257527,.04448337,.1383271,.1149375,.1383271,.1144992,.0799614,.0587094,.0967864,.0671366,.0848601,1.836638,1.836638
"015363","08770",,2013,"Finance","Banking",,-.9017608,,,,,1,9.81901,7.449,,,0,,,,-.0057916,,,7.313221,4220,4220,,4220,70,"MALE",1984,7.593374,.0020598,.0809715,.0497869,.0017534,.0146692,.0257527,.00800794,.0082519,-.0015135,.0082519,-.0015506,.1195556,-.0794566,.0565244,-.0021743,.0030672,1.04416,1.04416
"015417","35812",,2013,"Finance","Insurance",,-.7579843,,,,,,8.202348,6.992,,,0,,,,.0457177,,15.26753,6.336826,45220.98,10408.31,.0006587,-512.8315,45,"MALE",1644,7.405496,.0044844,.1315246,.1270267,.0146721,.0828958,.0257527,.00622886,.0594908,.0309095,.0594908,.0309095,.1592572,.0685527,.0475632,-.0298631,.0320511,1.620867,1.620867
"015459","24376",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Rubber and Plastic Products",,-.3396708,,-.0988194,0,,,6.675833,2.7,3,,.0132059,,,,.0972979,.2278,,6.592612,10282.18,5006.244,.0004199,4286.286,53,"FEMALE",1429,7.265429,.1004542,.175282,.0663512,.0113996,.1016282,.0257527,.02213247,.0453173,-.005035,.0276756,-.0138559,.022877,-.0067374,.023581,-.0076365,-.2891854,1.576599,1.576599
"015520","17833",31jan2014,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Retail",,,,.0831842,,,,8.301323,18.179,1,-5.96e-08,0,,,,.0560409,.52899,15.47117,6.959764,16254.67,4721.532,.0000552,2407.624,53,"MALE",1098,7.002156,.0378983,.00479,.0614514,.0119627,.1186836,.0336342,.01367074,.0913333,.0267303,.0913333,.0240018,.0874275,.0521308,.0576811,.0085233,.6833844,1.930368,1.947287
"015521","10628",31jan2014,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Retail",,3.136093,,.1034188,0,1,1,9.321424,83.008,,,0,,,,-.113312,.58937,16.19208,7.345376,38713.99,13493.86,.0003573,6829.548,57,"MALE",4382,8.385489,.03322,.0988098,.0440749,.0279664,.1042716,.0336342,.03478159,.0632673,-.0013357,.0554878,-.0118437,.0268262,-.0084705,.0721712,.0230135,.1840271,1.379573,1.220081
"015708","16461",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Pharmaceutical Products",,1.679694,,.2730114,0,,0,9.266182,11.4,3,-.4791035,.1654339,,,,.0467454,.71511,16.26935,7.2134,175937.3,59588.63,.0000362,53690.09,60,"MALE",5843,8.673171,.0162564,.203692,.3450914,.0056268,.1440757,.0257527,.04891677,.1199985,.0703121,.0931598,.0434734,.1563552,.0681946,.029799,.0088546,1.206686,3.515059,3.515059
"015709","22941",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Construction Materials",,-.0398006,,-.1499555,,,,8.647344,1.308,,,0,,,,.0001756,.29878,15.91491,6.990119,23197.18,7892.014,.0001185,6568.7,62,"MALE",7304,8.896315,.0540825,.6433714,.0760316,.0509219,.05777,.0257527,.00668789,.0375768,-.0094053,.0375768,-.0158736,.1597015,.1044506,.0259953,-.0044107,-.0062763,2.12384,2.12384
"016101","18569",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Pharmaceutical Products",,.4769247,,.1357787,,1,,10.28186,25,1,0,.1699308,,,,,.66359,16.71336,7.313221,47259.15,2118.125,.000086,2118.125,59,"MALE",364,5.899898,.0168162,.5042469,.3388931,.0877115,.1721008,.0257527,.03605502,.1413796,.0916931,.1413796,.0916931,.2196913,.1315308,.0492434,.028299,.4750436,3.697669,3.697669
"016116","35802",,2013,"Finance","Trading",,,,,,,,7.317743,.26,,,0,,,,,,16.17781,6.39462,15769.48,821.8131,.0014441,821.8131,47,"MALE",548,6.308098,0,.3968675,.0987523,.0090257,,.0257527,,-.0169233,-.0327584,-.0169233,-.0406067,-.0967742,-.2577888,-.0519262,-.0833596,.3901711,1.112212,1.112212
"016188","35130",31dec2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Measuring and Control Equipment",,.5284479,,.0904842,,,1,6.564841,1.077,3,,.1358827,,,,.0417177,.42975,14.30188,5.924151,22412.96,20145.87,0,20145.87,45,"MALE",1036,6.944087,.0135691,0,.3176924,0,.1193111,.0257527,.05236473,.1036679,.0445313,.1036679,.0445313,.2079003,.1169021,.0221926,-.009262,.2355083,4.763984,4.763984
"016245","21673",,2013,"Finance","Banking",,-.56711,,,0,1,,10.41072,5.429,,,0,,,,-.0003342,,15.16308,6.876999,9950.646,4288.443,.000089,3174.581,58,"MALE",1346,7.205635,.0025291,.1714985,.0142833,.0061661,.0089993,.0257527,.00191494,.0069971,-.0027682,.0069971,-.0028054,.173744,-.0252682,.0514231,-.0072755,.0214597,.9985238,.9985238
"016269","48029",30sep2013,2013,"Healthcare, Medical Equipment, and Drugs","Pharmaceutical Products",,-.6080492,,-.0491557,,,,4.761943,.044,1,-5.96e-08,.525411,,,,,.26475,,6.527862,19262.78,683.934,.0029857,683.934,57,"MALE",3744,8.228177,.0051807,0,.8675506,0,.0841904,.0277094,.4169659,.082301,.0326146,.082301,.0326146,.3003463,.2121858,.0234259,.0024815,1.258342,4.237178,3.568863
"016401","33750",31mar2014,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electronic Equipment",,-.7579843,,-.0240771,0,,,6.585818,.751,1,0,.1766517,,,,-.1316989,.35702,14.99703,6.35437,12791.47,-2819.34,.0000857,-2038.125,44,"MALE",2510,7.828436,.020777,0,.4074087,0,.1697068,.0333366,.10921464,.1491713,.111181,.1491713,.1116269,.1513443,.1057873,.087819,.0572159,.5641559,1.866642,1.819196
"016416","48246",31dec2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Computers",,.3611226,,.0834074,,,,5.646231,.824,1,0,.2348565,,,,.1709401,.39844,,5.876802,100526.3,-64668.4,.0152443,-100370.8,54,"FEMALE",3470,8.152198,.0274555,0,.5372464,0,.0295881,.0257527,.11197715,.0063166,-.045624,.0063166,-.045624,.0068005,-.0451384,.0015613,-.0302585,-.1211656,4.322868,4.322868
"016453","36194",31may2014,2013,"Healthcare, Medical Equipment, and Drugs","Pharmaceutical Products",,-.9253097,,-.0120488,0,,1,5.844417,.926,3,,.0336219,,,,.1150996,.29183,,6.276643,53390.04,-15615.11,.0041658,9013.48,74,"MALE",2921,7.980023,.0334288,0,.2215343,0,.1081317,.0213497,.00763371,.0815462,.0318598,.0815462,.0318598,.1137072,.0255467,.0202852,-.0006591,.0661879,4.938988,4.097548
"016456","41322",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Healthcare",,-.4407238,,-.1434362,,,,7.148078,4.8,4,,0,,,,.0478807,.22348,,6.430426,7191.704,620.438,.0002398,620.438,47,"MALE",589,6.380123,.0302329,.3682266,.0077536,0,.0794788,.0257527,.01797044,.0500008,.0160096,.0500008,.0183823,.0607623,.0268225,.0449313,.0132652,-.4477343,1.596365,1.596365
"016477","33680",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Business Supplies",,,,.1210759,,,,9.027727,122.3,3,,.0066773,,,,.2000984,.58061,16.19528,7.127058,10073.74,2534.938,7.98e-06,2807.92,52,"MALE",852,6.74876,.0552881,.1268891,.1365639,.0071301,.0860531,.0257527,.04575567,.0517831,.0019115,.0517831,.0019115,.0265739,-.0140176,.0659794,.0186344,.166936,1.411889,1.411889
"016486","45534",31dec2013,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Wholesale",,.414324,,-.0157335,,,,7.006864,5.29,3,,0,,,,,.31734,,6.693324,2237.664,807,.0000405,807,62,"MALE",1598,7.377134,.0414341,.2731542,.1070916,0,.1403514,.0257527,.0720911,.1059024,.0591604,.1059024,.0591604,.0357221,.0124385,.1007652,.0532765,.3908807,1.641196,1.641196
"016531","18749",31dec2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Business Services",,-.4407238,,.1346516,0,,1,4.507579,.162,1,0,.198658,,,,.0527221,.42209,,5.857933,4860.684,2675.562,.0081234,2685.415,59,"MALE",3200,8.071218,.017563,0,.3033891,0,.1314083,.0257527,.28765207,.1152455,.0721475,.1152455,.0709378,.2171465,.1546837,.0378815,.0045737,-.3174946,3.312025,3.312025
"016597","32070",31dec2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electronic Equipment",,.7051727,,-.0349648,0,,,6.104517,.783,1,0,.2434885,,,,.1189369,.31357,14.98456,6.153265,3748.198,1648.318,.000194,867.8418,53,"MALE",1149,7.047517,.0279095,0,.4818633,0,.0813194,.0257527,.09901043,.0498375,.0118471,.0498375,.012293,.0671258,.0215688,.0351493,.0045462,.1759426,1.556747,1.556747
"016650","16872",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Construction Materials",,-.2733984,,-.1254722,0,,,7.31691,2.437,3,,.0050187,,,,.048965,.23002,,6.471632,7307.658,2826.076,.000177,1992.5,55,"FEMALE",2440,7.800163,.0215032,.2870814,.2282476,0,.0395086,.0257527,.04064345,.0103996,-.0365826,.0093474,-.044103,.0179669,-.037284,.0134466,-.0169593,-.3424146,1.131869,1.131869
"016653","57876",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Construction",,,,.201619,,,,8.142807,1.259,,,0,,,,,.6244,,6.55108,4339.9,700,.0000168,700,51,"FEMALE",425,6.05444,.001101,.4115336,.1203979,.0005645,.0143432,.0241023,.07551518,.013209,-.0383228,.013209,-.0383228,.0195503,-.018954,.0615729,.0029979,-.1148742,1.093599,1.093599
"016681","34374",,2013,"Finance","Banking",,.1382245,,,,,,6.066449,.366,,,0,,,,.0760947,,,7.718686,6541.782,6420.502,.0005048,3607.541,68,"MALE",7304,8.896315,.0006146,.2290588,.100054,0,,.0257527,,.1109575,.1011922,.1109575,.101155,.7827318,.5837195,.1919866,.133288,.2151806,.8766008,.8766008
"016705","15502",,2013,"Finance","Banking",,,,,,,,8.464046,.903,,,0,,,,.0021163,,,5.886104,5518.168,1339.83,.0003237,1949.783,65,"MALE",1386,7.234899,.001326,.0212634,.0104083,.0014205,.0391251,.0257527,.04650098,.0362936,.0265283,.0362936,.0264911,.8859661,.6869539,.2035117,.1448131,-.0186191,1.039107,1.039107
"016710","20686",30sep2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Computers",,,,-.0455641,,,0,5.703626,.6860000000000001,1,0,.1552198,,,,.0160792,.27844,,6.077642,1940.008,440.6598,.0000404,448.6119,55,"MALE",5113,8.539737,.0096215,0,.2944661,0,.0456138,.0281016,.01163096,.019353,-.0325876,.019353,-.0325876,.0297112,-.0222277,.0227384,-.0090814,-.1022605,1.116837,.9353681
"016721","44810",31mar2014,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Business Services",,-1.069086,,-.0646955,,,,8.651025,8.300000000000001,1,0,.3146853,,,,-.0388383,.3859,16.45281,6.513287,19541.89,674.038,.0000513,674.038,39,"MALE",195,5.278115,.0169699,.1014696,.4137509,0,.036739,.0333366,.0700615,.0013996,-.0416985,.0013996,-.0429081,.0022378,-.0602251,.0008855,-.0324224,1,1.823037,2.153767
"016777","59334",,2013,"Finance","Banking",,,,,,,,8.06623,.873,,,0,,,,.00549,,,6.437752,2397.729,639.4918,.0002986,1012.309,52,"MALE",568,6.343881,.0019758,.0145661,.0701002,.001977,.0082202,.0257527,.00849459,.0064988,-.0032666,.0064988,-.0033037,.1207678,-.0782444,.0632839,.0045853,.0183895,1.008146,1.008146
"016781","36479",,2013,"Finance","Banking",,,,,,1,,8.122145,.923,,,0,,,,.0086324,,,6.131227,4885.724,2340.683,.0001942,2069.04,51,"MALE",3255,8.088255,.001966,.0458082,.0254958,.0069814,.0160238,.0257527,.00113307,.0143146,.0045493,.0143146,.0045121,.2453128,.0463005,.0660753,.0073767,-.0787789,1.101559,1.101559
"016790","34407",,2013,"Finance","Banking",,-.3570611,,,0,1,1,8.867268,2.215,,,0,,,,.0102918,,,6.486161,7641.348,4131.61,.0001086,4060.661,53,"MALE",2709,7.904704,.0019525,.0343876,.0210893,.006217,.0135379,.0257527,.00134717,.0111091,.0013438,.0111091,.0013066,.1737565,-.0252557,.049136,-.0095626,-.0182428,1.099204,1.099204
"016821","16860",,2013,"Finance","Banking",,-.8180981,,,,,1,9.44596,2.458,,,0,,,,.0007668,,14.54951,6.746767,4994.582,1257.825,.000416,2891.107,54,"MALE",1555,7.349874,.0009314,.1131364,.0518033,0,-.010621,.0257527,.01351854,-.0129958,-.0227611,-.0129958,-.0227983,-.2360358,-.4350481,-.1283293,-.1870279,-.1959248,1.010188,1.010188
"016832","29477",,2013,"Finance","Banking",,-1.302684,,,,,,8.972635,1.919,,,0,,,,.0014421,,,6.14448,13841.98,7303.752,.0004581,6161.997,60,"MALE",5662,8.641709,,.1633013,.0197425,.0056101,.0137652,.0257527,.00364625,.0121309,.0023655,.0121309,.0023284,.2681936,.0691813,.043169,-.0155296,-.0644993,1.158836,1.158836
"016889","37315",,2013,"Finance","Banking",,-.1992892,,,,,,8.715919,.984,,,0,,,,.0026285,,,6.418804,6459.199,3714.928,.000188,2685.714,54,"MALE",3963,8.285008,.0015236,.0735319,.0354676,.0033389,.0096314,.0257527,.00183592,.0082394,-.0015259,.0082394,-.0015631,.1841258,-.0148865,.0539617,-.0047369,.0642002,1.055704,1.055704
"016890","33102",,2013,"Finance","Banking",,,,,,,,7.700722,.896,,,0,,,,-.011589,,,6.144186,1105.78,466,.0001775,466,49,"MALE",364,5.899898,.0037879,.0262047,.0620288,0,,.0257527,,.0350729,.0253075,.0350729,.0252704,.5874119,.3883996,.2830572,.2243586,.0373252,1.019117,1.019117
"016981","46727",,2013,"Finance","Banking",,,,,0,1,,9.006756,1.534,,,0,,,,.0244233,,,6.470741,5989.182,2471.961,.0002467,1688.827,49,"MALE",3652,8.203304,.0011179,.2092953,.093585,.0014556,.0136481,.0257527,.00456887,.0120674,.0023021,.0120674,.0022649,.1929996,-.0060127,.1242944,.0655957,-.1147946,1.01019,1.01019
